matricule,dim1,dim2,nom,prenom,groupe_code,groupe_libelle_court,circonscription_libelle,siege,url,url_avatar,full_name,dim1_raw,dim2_raw,group_members,rank_left_to_right,percentile_left_to_right,group_dim1_mean,group_dim2_mean,distance_to_group_center,distance_to_group_label,close_to_group,far_from_group,total_public_votes,yes_votes,no_votes,abstentions,non_voting,abstention_rate,non_voting_rate,yes_no_share,yes_no_votes_with_group_majority,votes_with_group,votes_against_group,group_loyalty_rate,distance_to_samantha_1d,ideal_rank_left_to_right,rank_abstention_in_group,rank_most_loyal_in_group
19657G,0.7119184608828272,-0.020505070189378412,Malet,Viviane,UMP,Les Républicains,La Réunion,339,https://www.senat.fr/senateur/malet_viviane19657g.html,https://www.senat.fr/senimg/malet_viviane19657g_carre.jpg,Viviane Malet,0.7119184608828272,-0.036356507427975915,131,97,0.7384615384615385,0.6571054778305727,-0.024202517789836234,0.05493754845135398,proche,TRUE,FALSE,2117,953,1118,30,16,0.014170996693434105,0.007557864903164856,0.9782711384034011,2071,2059,12,0.994205697730565,0.9839570446852863,314,91,25
19667J,0.6361811802141979,-0.0266360697931046,Bazin,Arnaud,UMP,Les Républicains,Val-d'Oise,178,https://www.senat.fr/senateur/bazin_arnaud19667j.html,https://www.senat.fr/senimg/bazin_arnaud19667j_carre.jpg,Arnaud Bazin,0.6361811802141979,-0.047227074101249295,131,50,0.3769230769230769,0.6571054778305727,-0.024202517789836234,0.02106533660047331,proche,TRUE,FALSE,2117,960,1124,29,4,0.0136986301369863,0.001889466225791214,0.9844119036372225,2084,2050,34,0.9836852207293666,0.9082197640166572,267,88,107
19669L,-0.776403088368152,0.037406056471309526,Temal,Rachid,SOC,SER,Val-d'Oise,113,https://www.senat.fr/senateur/temal_rachid19669l.html,https://www.senat.fr/senimg/temal_rachid19669l_carre.jpg,Rachid Temal,-0.776403088368152,0.06632279516189633,65,53,0.8125,-0.8152406676847206,0.050540205999973865,0.0409983347346215,proche,TRUE,FALSE,2117,1124,651,290,52,0.136986301369863,0.02456306093528578,0.8384506376948512,1775,1767,8,0.9954929577464788,0.5043645045656928,53,55,36
19673G,0.80999382944203,-0.06409262437180703,Eustache-Brinio,Jacqueline,UMP,Les Républicains,Val-d'Oise,181,https://www.senat.fr/senateur/eustache_brinio_jacqueline19673g.html,https://www.senat.fr/senimg/eustache_brinio_jacqueline19673g_carre.jpg,Jacqueline Eustache-Brinio,0.80999382944203,-0.11363940491455148,131,127,0.9692307692307692,0.6571054778305727,-0.024202517789836234,0.15800654626182295,intermédiaire,FALSE,FALSE,2117,958,1129,23,7,0.01086443079829948,0.0033065658951346244,0.9858290033065659,2087,2065,22,0.9894585529468136,1.0820324132444892,344,64,68
19679N,0.7033940647160666,-0.012618476850315368,Puissat,Frédérique,UMP,Les Républicains,Isère,92,https://www.senat.fr/senateur/puissat_frederique19679n.html,https://www.senat.fr/senimg/puissat_frederique19679n_carre.jpg,Frédérique Puissat,0.7033940647160666,-0.022373185904814484,131,90,0.6846153846153846,0.6571054778305727,-0.024202517789836234,0.047716069414238324,proche,TRUE,FALSE,2117,961,1131,21,4,0.009919697685403874,0.001889466225791214,0.9881908360888049,2092,2072,20,0.9904397705544933,0.9754326485185258,307,57,58
19681G,-0.4795309956078583,0.07938254588787665,Corbisez,Jean-Pierre,CRC,CRCE-K,Pas-de-Calais,235,https://www.senat.fr/senateur/corbisez_jean_pierre19681g.html,https://www.senat.fr/senimg/corbisez_jean_pierre19681g_carre.jpg,Jean-Pierre Corbisez,-0.4795309956078583,0.14074919483666073,18,18,1,-0.6452922563535086,-0.0966530075928479,0.24179601248418575,intermédiaire,FALSE,FALSE,2117,1058,706,302,51,0.14265470004723665,0.024090694378837978,0.8332546055739254,1764,1442,322,0.8174603174603174,0.20749241180539907,102,18,18
19683J,-0.7833682481322247,0.04871861475470138,Jomier,Bernard,SOC,SER,Paris,74,https://www.senat.fr/senateur/jomier_bernard19683j.html,https://www.senat.fr/senimg/jomier_bernard19683j_carre.jpg,Bernard Jomier,-0.7833682481322247,0.08638052261471876,65,49,0.75,-0.8152406676847206,0.050540205999973865,0.03192443144043719,proche,TRUE,FALSE,2117,1103,664,301,49,0.14218233349078885,0.023145961265942372,0.8346717052432687,1767,1749,18,0.9898132427843803,0.5113296643297656,49,64.5,59
19685L,0.2862912513837466,0.05071508937817541,Herzog,Christine,UC,UC,Moselle,325,https://www.senat.fr/senateur/herzog_christine19685l.html,https://www.senat.fr/senimg/herzog_christine19685l_carre.jpg,Christine Herzog,0.2862912513837466,0.08992037123789967,59,55,0.9310344827586207,0.19600620103114486,0.09263700079581998,0.09954314127091164,proche,TRUE,FALSE,2117,781,892,75,369,0.03542749173358526,0.17430325932923948,0.7902692489371752,1670,1566,104,0.9377245508982036,0.5583298351862058,210,35.5,52
19687N,-0.6637505664743657,-0.08797818421189087,Savoldelli,Pascal,CRC,CRCE-K,Val-de-Marne,69,https://www.senat.fr/senateur/savoldelli_pascal19687n.html,https://www.senat.fr/senimg/savoldelli_pascal19687n_carre.jpg,Pascal Savoldelli,-0.6637505664743657,-0.15598968831895546,18,9,0.47058823529411764,-0.6452922563535086,-0.0966530075928479,0.02039514092151691,proche,TRUE,FALSE,2117,1102,753,211,51,0.09966934341048654,0.024090694378837978,0.8762399622106755,1855,1853,2,0.9989218328840971,0.3917119826719065,84,12,2
19691J,0.23116196454219493,0.09388912654463145,Guidez,Jocelyne,UC,UC,Essonne,26,https://www.senat.fr/senateur/guidez_jocelyne19691j.html,https://www.senat.fr/senimg/guidez_jocelyne19691j_carre.jpg,Jocelyne Guidez,0.23116196454219493,0.1664700825259423,59,45,0.7586206896551724,0.19600620103114486,0.09263700079581998,0.03517805462125097,proche,TRUE,FALSE,2117,953,994,122,48,0.05762871988663203,0.02267359470949457,0.9196976854038734,1945,1911,34,0.9825192802056555,0.5032005483446541,200,55,11
19693L,0.29051950886022204,0.056316622981890295,Darcos,Laure,RTLI,Les Indépendants,Essonne,255,https://www.senat.fr/senateur/darcos_laure19693l.html,https://www.senat.fr/senimg/darcos_laure19693l_carre.jpg,Laure Darcos,0.29051950886022204,0.09985216840760691,20,18,0.8947368421052632,0.1570127359444524,0.11715489670009958,0.14671521381027477,intermédiaire,FALSE,FALSE,2117,944,1056,93,24,0.043930089749645726,0.011336797354747285,0.944733112895607,1961,1827,134,0.9316675165731769,0.5625580926626812,212,3,20
19695N,-0.6653170508650732,-0.08867392060289239,Gay,Fabien,CRC,CRCE-K,Seine-Saint-Denis,140,https://www.senat.fr/senateur/gay_fabien19695n.html,https://www.senat.fr/senimg/gay_fabien19695n_carre.jpg,Fabien Gay,-0.6653170508650732,-0.15722326348030569,18,8,0.4117647058823529,-0.6452922563535086,-0.0966530075928479,0.02155593246472219,proche,TRUE,FALSE,2117,1110,749,204,54,0.09636277751535191,0.02550779404818139,0.8781294284364667,1859,1853,6,0.9967724583109199,0.393278467062614,81,8,12
19697Q,-0.1695976945257507,0.4454609362005102,Lévrier,Martin,LREM,RDPI,Yvelines,115,https://www.senat.fr/senateur/levrier_martin19697q.html,https://www.senat.fr/senimg/levrier_martin19697q_carre.jpg,Martin Lévrier,-0.1695976945257507,0.7898243549654437,19,17,0.8888888888888888,-0.2287700594907271,0.4329764633827035,0.06047504309289016,proche,TRUE,FALSE,2117,854,1063,182,18,0.08597071327350024,0.008502598016060462,0.9055266887104393,1916,1875,41,0.9786012526096033,0.10244088927670852,132,8.5,14
19699S,0.2284832589820145,0.09048531597491664,Laugier,Michel,UC,UC,Yvelines,266,https://www.senat.fr/senateur/laugier_michel19699s.html,https://www.senat.fr/senimg/laugier_michel19699s_carre.jpg,Michel Laugier,0.2284832589820145,0.1604349574023345,59,44,0.7413793103448276,0.19600620103114486,0.09263700079581998,0.03254825710714247,proche,TRUE,FALSE,2117,974,1005,67,71,0.03164855928200284,0.03353802550779405,0.9348134152102031,1978,1937,41,0.9792719919110212,0.5005218427844738,198,26,16
19701S,0.6373324872018361,-0.019979060718599083,de Cidrac,Marta,UMP,Les Républicains,Yvelines,127,https://www.senat.fr/senateur/de_cidrac_marta19701s.html,https://www.senat.fr/senimg/de_cidrac_marta19701s_carre.jpg,Marta de Cidrac,0.6373324872018361,-0.0354238665223388,131,51,0.38461538461538464,0.6571054778305727,-0.024202517789836234,0.0202190194627902,proche,TRUE,FALSE,2117,946,1136,27,8,0.012753897024090695,0.003778932451582428,0.9834671705243269,2082,2055,27,0.9870317002881844,0.9093710710042953,268,80,90
19703U,0.6410320324279075,-0.028184776908038365,Sol,Jean,UMP,Les Républicains,Pyrénées-Orientales,8,https://www.senat.fr/senateur/sol_jean19703u.html,https://www.senat.fr/senimg/sol_jean19703u_carre.jpg,Jean Sol,0.6410320324279075,-0.04997300870219569,131,55,0.4153846153846154,0.6571054778305727,-0.024202517789836234,0.016559409252656417,proche,TRUE,FALSE,2117,954,1132,26,5,0.01228153046764289,0.0023618327822390174,0.9853566367501181,2086,2070,16,0.9923298178331735,0.9130706162303668,272,76,46
19705W,0.5353359199603663,0.023694356606076425,Renaud-Garabedian,Évelyne,UMP,Les Républicains,Français établis hors de France (Série 1),335,https://www.senat.fr/senateur/renaud_garabedian_evelyne19705w.html,https://www.senat.fr/senimg/renaud_garabedian_evelyne19705w_carre.jpg,Évelyne Renaud-Garabedian,0.5353359199603663,0.04201127057814969,131,10,0.06923076923076923,0.6571054778305727,-0.024202517789836234,0.13085081505593832,intermédiaire,FALSE,FALSE,2117,956,1122,17,22,0.00803023145961266,0.010392064241851677,0.9815777042985356,2078,2054,24,0.9884504331087585,0.8073745037628255,227,38,77
19709B,0.5745420504371572,0.007567059823199582,Le Gleut,Ronan,UMP,Les Républicains,Français établis hors de France (Série 1),342,https://www.senat.fr/senateur/le_gleut_ronan19709b.html,https://www.senat.fr/senimg/le_gleut_ronan19709b_carre.jpg,Ronan Le Gleut,0.5745420504371572,0.013416772736169473,131,20,0.14615384615384616,0.6571054778305727,-0.024202517789836234,0.08846482693510736,proche,TRUE,FALSE,2117,951,1129,33,4,0.015588096362777516,0.001889466225791214,0.9825224374114313,2080,2065,15,0.9927884615384616,0.8465806342396165,237,104,40
19711U,0.6995493253747651,-0.011246010240331998,Lavarde,Christine,UMP,Les Républicains,Hauts-de-Seine,11,https://www.senat.fr/senateur/lavarde_christine19711u.html,https://www.senat.fr/senimg/lavarde_christine19711u_carre.jpg,Christine Lavarde,0.6995493253747651,-0.019939734468673757,131,89,0.676923076923077,0.6571054778305727,-0.024202517789836234,0.04437737353916979,proche,TRUE,FALSE,2117,955,1114,41,7,0.019367028814359942,0.0033065658951346244,0.9773264052905054,2069,2051,18,0.9913001449975833,0.9715879091772244,306,122,55
19713W,0.1580178906941409,0.1008677560052449,Sollogoub,Nadia,UC,UC,Nièvre,214,https://www.senat.fr/senateur/sollogoub_nadia19713w.html,https://www.senat.fr/senimg/sollogoub_nadia19713w_carre.jpg,Nadia Sollogoub,0.1580178906941409,0.1788435390163917,59,12,0.1896551724137931,0.19600620103114486,0.09263700079581998,0.03886974470687962,proche,TRUE,FALSE,2117,975,1014,91,37,0.04298535663675012,0.01747756258856873,0.9395370807746811,1986,1879,107,0.946122860020141,0.4300564744966001,165,50,51
19719D,-0.27902899139726545,0.18703054115969875,Delattre,Nathalie,RDSE,RDSE,Gironde,4,https://www.senat.fr/senateur/delattre_nathalie19719d.html,https://www.senat.fr/senimg/delattre_nathalie19719d_carre.jpg,Nathalie Delattre,-0.27902899139726545,0.331614434680317,16,16,1,-0.43509506406770854,0.18632605781819406,0.15606766268370423,intermédiaire,FALSE,FALSE,1747,770,580,321,76,0.1837435603892387,0.04350314825414997,0.7727532913566113,1335,1254,81,0.9393258426966292,0.006990407594806236,120,13,14
19721W,0.19501698443873083,0.10678293278914626,Cazabonne,Alain,UC,UC,Gironde,326,https://www.senat.fr/senateur/cazabonne_alain19721w.html,https://www.senat.fr/senimg/cazabonne_alain19721w_carre.jpg,Alain Cazabonne,0.19501698443873083,0.18933144111550756,59,23,0.3793103448275862,0.19600620103114486,0.09263700079581998,0.01418047747526575,proche,TRUE,FALSE,2117,985,998,76,58,0.03589985829003307,0.0273972602739726,0.9367028814359943,1982,1938,44,0.9778002018163471,0.46705556824119004,177,38,20
19723Y,0.6186848062818362,0.0014889695340356553,Lassarade,Florence,UMP,Les Républicains,Gironde,290,https://www.senat.fr/senateur/lassarade_florence19723y.html,https://www.senat.fr/senimg/lassarade_florence19723y_carre.jpg,Florence Lassarade,0.6186848062818362,0.002640016904318538,131,38,0.2846153846153846,0.6571054778305727,-0.024202517789836234,0.046219049353795255,proche,TRUE,FALSE,2117,947,1129,35,6,0.01653282947567312,0.002834199338686821,0.9806329711856401,2076,2060,16,0.9922928709055877,0.8907233900842955,255,107,47
19725B,-0.8646466985936985,0.04301336037171385,Harribey,Laurence,SOC,SER,Gironde,45,https://www.senat.fr/senateur/harribey_laurence19725b.html,https://www.senat.fr/senimg/harribey_laurence19725b_carre.jpg,Laurence Harribey,-0.8646466985936985,0.07626482335410258,65,13,0.1875,-0.8152406676847206,0.050540205999973865,0.049976087234701906,proche,TRUE,FALSE,2117,1120,647,301,49,0.14218233349078885,0.023145961265942372,0.8346717052432687,1767,1760,7,0.9960384833050367,0.5926081147912392,13,64.5,30
19729F,0.7728916424166122,-0.041642998736243296,Leroy,Henri,UMP,Les Républicains,Alpes-Maritimes,338,https://www.senat.fr/senateur/leroy_henri19729f.html,https://www.senat.fr/senimg/leroy_henri19729f_carre.jpg,Henri Leroy,0.7728916424166122,-0.07383510414227536,131,118,0.9,0.6571054778305727,-0.024202517789836234,0.11709229814632309,intermédiaire,FALSE,FALSE,2117,957,1136,20,4,0.00944733112895607,0.001889466225791214,0.9886632026452528,2093,2080,13,0.9937888198757764,1.0449302262190714,335,52.5,26
19735D,0.2055501815098677,0.07802674865504695,de La Provôté,Sonia,UC,UC,Calvados,206,https://www.senat.fr/senateur/de_la_provote_sonia19735d.html,https://www.senat.fr/senimg/de_la_provote_sonia19735d_carre.jpg,Sonia de La Provôté,0.2055501815098677,0.1383452990337712,59,28,0.46551724137931033,0.19600620103114486,0.09263700079581998,0.017451275913101756,proche,TRUE,FALSE,2117,944,1010,97,66,0.04581955597543694,0.03117619272555503,0.923004251299008,1952,1890,62,0.9682377049180327,0.4775887653123269,182,52,32
19745F,0.21490119972846713,0.0869240290647947,Perrot,Évelyne,UC,UC,Aube,25,https://www.senat.fr/senateur/perrot_evelyne19745f.html,https://www.senat.fr/senimg/perrot_evelyne19745f_carre.jpg,Évelyne Perrot,0.21490119972846713,0.15412061890921047,59,34,0.5689655172413793,0.19600620103114486,0.09263700079581998,0.01973978271844208,proche,TRUE,FALSE,2071,944,975,73,79,0.035248672139063256,0.038145823273780785,0.926605504587156,1917,1841,76,0.9603547209181011,0.4869397835309264,188,33,41
19749K,0.17775087838687118,0.09786813164495509,Vérien,Dominique,UC,UC,Yonne,210,https://www.senat.fr/senateur/verien_dominique19749k.html,https://www.senat.fr/senimg/verien_dominique19749k_carre.jpg,Dominique Vérien,0.17775087838687118,0.17352505610807642,59,17,0.27586206896551724,0.19600620103114486,0.09263700079581998,0.018990037777932525,proche,TRUE,FALSE,2071,954,982,60,75,0.028971511347175277,0.036214389183969097,0.9348140994688556,1934,1887,47,0.9756980351602895,0.44978946218933036,170,23,25
19758L,-0.6266368777214634,-0.09329895037284808,Brulin,Céline,CRC,CRCE-K,Seine-Maritime,37,https://www.senat.fr/senateur/brulin_celine19758l.html,https://www.senat.fr/senimg/brulin_celine19758l_carre.jpg,Céline Brulin,-0.6266368777214634,-0.16542367087384413,18,13,0.7058823529411765,-0.6452922563535086,-0.0966530075928479,0.018954494235932633,proche,TRUE,FALSE,1997,1054,699,199,45,0.09964947421131698,0.022533800701051578,0.8778167250876314,1753,1751,2,0.9988590986879635,0.35459829391900416,92,11,3
19760E,-0.6222256522399718,-0.0806590931596485,Apourceau-Poly,Cathy,CRC,CRCE-K,Pas-de-Calais,38,https://www.senat.fr/senateur/apourceau_poly_cathy19760e.html,https://www.senat.fr/senimg/apourceau_poly_cathy19760e_carre.jpg,Cathy Apourceau-Poly,-0.6222256522399718,-0.1430125765241995,18,14,0.7647058823529411,-0.6452922563535086,-0.0966530075928479,0.028069084848408147,proche,TRUE,FALSE,1938,1019,673,201,45,0.10371517027863777,0.02321981424148607,0.8730650154798761,1692,1690,2,0.9988179669030733,0.3501870684375126,93,14,4
19768N,0.686339675874066,-0.08040323484041095,Noël,Sylviane,UMP,Les Républicains,Haute-Savoie,336,https://www.senat.fr/senateur/noel_sylviane19768n.html,https://www.senat.fr/senimg/noel_sylviane19768n_carre.jpg,Sylviane Noël,0.686339675874066,-0.14255892702200526,131,79,0.6,0.6571054778305727,-0.024202517789836234,0.06334949827934666,proche,TRUE,FALSE,1886,856,1007,19,4,0.01007423117709438,0.0021208907741251328,0.9878048780487805,1863,1802,61,0.9672571121846484,0.9583782596765251,296,59,130
19782L,-0.24791509241798002,0.48709213800828827,Buis,Bernard,LREM,RDPI,Drôme,80,https://www.senat.fr/senateur/buis_bernard19782l.html,https://www.senat.fr/senimg/buis_bernard19782l_carre.jpg,Bernard Buis,-0.24791509241798002,0.8636385425678871,19,9,0.4444444444444444,-0.2287700594907271,0.4329764633827035,0.05740242613311528,proche,TRUE,FALSE,1866,804,910,144,8,0.07717041800643087,0.004287245444801715,0.9185423365487674,1711,1698,13,0.9924021040327294,0.024123491384479195,124,7,10
19798U,0.6442487450972941,-0.013508836784009126,Richer,Marie-Pierre,UMP,Les Républicains,Cher,167,https://www.senat.fr/senateur/richer_marie_pierre19798u.html,https://www.senat.fr/senimg/richer_marie_pierre19798u_carre.jpg,Marie-Pierre Richer,0.6442487450972941,-0.02395183826951973,131,57,0.4307692307692308,0.6571054778305727,-0.024202517789836234,0.0167227506717449,proche,TRUE,FALSE,1827,824,972,27,4,0.014778325123152709,0.0021893814997263274,0.983032293377121,1796,1775,21,0.9883073496659243,0.9162873288997533,274,99,79
19820Y,-0.9987263063273736,0.028456944306150197,Gillé,Hervé,SOC,SER,Gironde,70,https://www.senat.fr/senateur/gille_herve19820y.html,https://www.senat.fr/senimg/gille_herve19820y_carre.jpg,Hervé Gillé,-0.9987263063273736,0.050455575010904606,65,1,0,-0.8152406676847206,0.050540205999973865,0.18480976715298392,intermédiaire,FALSE,FALSE,1713,923,523,224,43,0.13076474022183304,0.025102159953298307,0.8441330998248686,1446,1442,4,0.9972337482710927,0.7266877225249144,1,38,23
19826F,0.24705195564507848,0.0861095378587162,Martin,Pascal,UC,UC,Seine-Maritime,211,https://www.senat.fr/senateur/martin_pascal19826f.html,https://www.senat.fr/senimg/martin_pascal19826f_carre.jpg,Pascal Martin,0.24705195564507848,0.15267648556509966,59,51,0.8620689655172413,0.19600620103114486,0.09263700079581998,0.05146141113981611,proche,TRUE,FALSE,1704,781,798,71,54,0.041666666666666664,0.03169014084507042,0.9266431924882629,1577,1557,20,0.9873176918199112,0.5190905394475377,206,48,2
19866P,-0.4554049056966189,0.18103452301356482,Pantel,Guylène,RDSE,RDSE,Lozère,81,https://www.senat.fr/senateur/pantel_guylene19866p.html,https://www.senat.fr/senimg/pantel_guylene19866p_carre.jpg,Guylène Pantel,-0.4554049056966189,0.32098319683256177,16,8,0.4666666666666667,-0.43509506406770854,0.18632605781819406,0.020987853810716876,proche,TRUE,FALSE,1610,758,529,297,26,0.184472049689441,0.016149068322981366,0.7993788819875777,1282,1261,21,0.983619344773791,0.1833663218941597,106,14,5
19954N,0.6675832153275564,-0.04697115577134162,Belrhiti,Catherine,UMP,Les Républicains,Moselle,226,https://www.senat.fr/senateur/belrhiti_catherine19954n.html,https://www.senat.fr/senimg/belrhiti_catherine19954n_carre.jpg,Catherine Belrhiti,0.6675832153275564,-0.08328219108393906,131,66,0.5,0.6571054778305727,-0.024202517789836234,0.025063795773755962,proche,TRUE,FALSE,1571,735,818,15,3,0.009548058561425843,0.0019096117122851686,0.988542329726289,1553,1525,28,0.9819703799098519,0.9396217991300155,283,54,114
20016T,-0.22101781516044688,0.47524925062945383,Kulimoetoke,Mikaele,LREM,RDPI,Iles Wallis et Futuna,251,https://www.senat.fr/senateur/kulimoetoke_mikaele20016t.html,https://www.senat.fr/senimg/kulimoetoke_mikaele20016t_carre.jpg,Mikaele Kulimoetoke,-0.22101781516044688,0.8426405153004501,19,13,0.6666666666666666,-0.2287700594907271,0.4329764633827035,0.0429777364895521,proche,TRUE,FALSE,1558,653,746,143,16,0.09178433889602054,0.010269576379974325,0.8979460847240052,1399,1395,4,0.9971408148677627,0.051020768642012326,128,14,3
20018V,-0.7658759560452502,0.03186113334788897,Michau,Jean-Jacques,SOC,SER,Ariège,237,https://www.senat.fr/senateur/michau_jean_jacques20018v.html,https://www.senat.fr/senimg/michau_jean_jacques20018v_carre.jpg,Jean-Jacques Michau,-0.7658759560452502,0.056491371184200306,65,57,0.875,-0.8152406676847206,0.050540205999973865,0.05278051260067425,proche,TRUE,FALSE,1558,842,464,212,40,0.13607188703465983,0.025673940949935817,0.8382541720154044,1306,1302,4,0.996937212863706,0.49383737224279095,57,50,26
20020P,0.6625412308983201,-0.04754029277714989,Rojouan,Bruno,UMP,Les Républicains,Allier,272,https://www.senat.fr/senateur/rojouan_bruno20020p.html,https://www.senat.fr/senimg/rojouan_bruno20020p_carre.jpg,Bruno Rojouan,0.6625412308983201,-0.08429129925026577,131,63,0.47692307692307695,0.6571054778305727,-0.024202517789836234,0.02396245297902549,proche,TRUE,FALSE,1558,711,819,25,3,0.016046213093709884,0.0019255455712451862,0.982028241335045,1530,1515,15,0.9901960784313726,0.9345798147007793,280,105,61
20022R,0.5900767175579981,-0.019018547060582206,Bellurot,Nadine,UMP,Les Républicains,Indre,132,https://www.senat.fr/senateur/bellurot_nadine20022r.html,https://www.senat.fr/senimg/bellurot_nadine20022r_carre.jpg,Nadine Bellurot,0.5900767175579981,-0.03372082812159966,131,27,0.2,0.6571054778305727,-0.024202517789836234,0.06722892425288422,proche,TRUE,FALSE,1558,718,820,18,2,0.011553273427471117,0.0012836970474967907,0.9871630295250321,1538,1511,27,0.982444733420026,0.8621153013604572,244,71,112
20024T,0.6248745383740755,-0.009589430022846228,Belin,Bruno,UMP,Les Républicains,Vienne,278,https://www.senat.fr/senateur/belin_bruno20024t.html,https://www.senat.fr/senimg/belin_bruno20024t_carre.jpg,Bruno Belin,0.6248745383740755,-0.017002535501500406,131,43,0.3230769230769231,0.6571054778305727,-0.024202517789836234,0.03538892188714066,proche,TRUE,FALSE,1558,719,820,12,7,0.007702182284980745,0.004492939666238768,0.9878048780487805,1539,1528,11,0.9928525016244314,0.8969131221765347,260,31.5,38
20026V,0.5679026832362879,-0.008857069734936988,Ventalon,Anne,UMP,Les Républicains,Ardèche,227,https://www.senat.fr/senateur/ventalon_anne20026v.html,https://www.senat.fr/senimg/ventalon_anne20026v_carre.jpg,Anne Ventalon,0.5679026832362879,-0.01570402435272516,131,18,0.13076923076923078,0.6571054778305727,-0.024202517789836234,0.09051310037467382,proche,TRUE,FALSE,1558,710,821,24,3,0.01540436456996149,0.0019255455712451862,0.9826700898587933,1531,1510,21,0.9862834748530372,0.8399412670387472,235,103,96
20028X,-0.8218768671867359,0.042231334265731744,Mérillou,Serge,SOC,SER,Dordogne,296,https://www.senat.fr/senateur/merillou_serge20028x.html,https://www.senat.fr/senimg/merillou_serge20028x_carre.jpg,Serge Mérillou,-0.8218768671867359,0.07487825224420523,65,35,0.53125,-0.8152406676847206,0.050540205999973865,0.01063374314748274,proche,TRUE,FALSE,1558,840,464,211,43,0.13543003851091143,0.027599486521181,0.8369704749679076,1304,1297,7,0.9946319018404908,0.5498382833842768,35,46,43
20030R,-0.766840350097741,0.045120266003695134,Pla,Sebastien,SOC,SER,Aude,295,https://www.senat.fr/senateur/pla_sebastien20030r.html,https://www.senat.fr/senimg/pla_sebastien20030r_carre.jpg,Sebastien Pla,-0.766840350097741,0.08000047163775734,65,56,0.859375,-0.8152406676847206,0.050540205999973865,0.04870283864502919,proche,TRUE,FALSE,1558,843,460,213,42,0.1367137355584082,0.026957637997432605,0.8363286264441592,1303,1295,8,0.9938603223330775,0.4948017662952818,56,53.5,46
20032T,0.627202783030187,-0.01581216120238498,Anglars,Jean-Claude,UMP,Les Républicains,Aveyron,173,https://www.senat.fr/senateur/anglars_jean_claude20032t.html,https://www.senat.fr/senimg/anglars_jean_claude20032t_carre.jpg,Jean-Claude Anglars,0.627202783030187,-0.028035746812739328,131,45,0.3384615384615385,0.6571054778305727,-0.024202517789836234,0.031057515032429824,proche,TRUE,FALSE,1558,723,819,9,7,0.005776636713735558,0.004492939666238768,0.9897304236200257,1542,1529,13,0.9915693904020753,0.8992413668326462,262,18,53
20034V,0.4955587305180423,0.021751164388943957,Jacques,Micheline,UMP,Les Républicains,Saint-Barthélemy,289,https://www.senat.fr/senateur/jacques_micheline20034v.html,https://www.senat.fr/senimg/jacques_micheline20034v_carre.jpg,Micheline Jacques,0.4955587305180423,0.038565894306638225,131,8,0.05384615384615385,0.6571054778305727,-0.024202517789836234,0.1679556265001173,intermédiaire,FALSE,FALSE,1558,713,822,19,4,0.012195121951219513,0.0025673940949935813,0.9852374839537869,1535,1513,22,0.9856677524429968,0.7675973143205015,225,74,98
20036X,-0.10875168999708916,-0.004995395350663424,Parigi,Paul Toussaint,UC,UC,Haute-Corse,259,https://www.senat.fr/senateur/parigi_paul_toussaint20036x.html,https://www.senat.fr/senimg/parigi_paul_toussaint20036x_carre.jpg,Paul Toussaint Parigi,-0.10875168999708916,-0.008857083955076995,59,1,0,0.19600620103114486,0.09263700079581998,0.3200147760983559,éloigné,FALSE,TRUE,1558,767,603,107,81,0.06867779204107831,0.051989730423620026,0.8793324775353016,1365,815,550,0.5970695970695971,0.16328689380537004,133,57,59
20038A,0.575002132661158,-0.025456026984206303,Favreau,Gilbert,UMP,Les Républicains,Deux-Sèvres,285,https://www.senat.fr/senateur/favreau_gilbert20038a.html,https://www.senat.fr/senimg/favreau_gilbert20038a_carre.jpg,Gilbert Favreau,0.575002132661158,-0.04513479961738707,131,21,0.15384615384615385,0.6571054778305727,-0.024202517789836234,0.08211291355997807,proche,TRUE,FALSE,1558,722,823,9,4,0.005776636713735558,0.0025673940949935813,0.9916559691912709,1545,1516,29,0.9812297734627832,0.8470407164636171,238,18,115
20040T,0.21814943227538972,0.0808409693166557,Duffourg,Alain,UC,UC,Gers,267,https://www.senat.fr/senateur/duffourg_alain20040t.html,https://www.senat.fr/senimg/duffourg_alain20040t_carre.jpg,Alain Duffourg,0.21814943227538972,0.143335051979886,59,38,0.6379310344827587,0.19600620103114486,0.09263700079581998,0.025089221761416522,proche,TRUE,FALSE,1558,744,736,51,27,0.03273427471116817,0.017329910141206675,0.9499358151476252,1479,1436,43,0.9709263015551048,0.4901880160778489,192,30,30
20042V,0.23781872575895277,0.07932940271517656,Bonneau,François,UC,UC,Charente,265,https://www.senat.fr/senateur/bonneau_francois20042v.html,https://www.senat.fr/senimg/bonneau_francois20042v_carre.jpg,François Bonneau,0.23781872575895277,0.14065496935314994,59,47,0.7931034482758621,0.19600620103114486,0.09263700079581998,0.04387914528326062,proche,TRUE,FALSE,1558,729,736,56,37,0.03594351732991014,0.02374839537869063,0.9403080872913993,1464,1431,33,0.9774590163934426,0.509857309561412,202,39,22
