acteur_id,dim1,dim2,nom,prenom,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,civilite,trigramme,circonscription_numero,departement,profession,uri_hatvp,groupe_couleur,position_politique,full_name,dim1_raw,dim2_raw,group_members,group_dim1_mean,group_dim2_mean,distance_to_group_center,distance_to_group_label,close_to_group,far_from_group,rank_left_to_right,percentile_left_to_right,ideal_rank_left_to_right,total_public_votes,yes_votes,no_votes,abstentions,non_voting,abstention_rate,non_voting_rate,yes_no_share,yes_no_votes_with_group_majority,votes_with_group,votes_against_group,group_loyalty_rate,groupe_couleur_dep,position_politique_dep,departement_dep,date_naissance,rank_abstention_in_group,rank_most_loyal_in_group,dim1_sen_space,dim2_sen_space
PA335319,-0.3499702614645791,-0.2248549319918423,Mazetier,Sandrine,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8,Paris,Cadre supérieur du secteur privé,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Sandrine Mazetier,-0.3499702614645791,-0.2374074869521463,316,-0.3421714223457844,-0.2915641736600459,0.0671635676207542,proche,True,False,124.0,0.3924050632911392,145.0,40,15,20,0,5,0.0,0.125,0.875,35,35,0,1.0,,Majoritaire,Paris,1966-12-16,109.5,94.0,-0.6375999753417425,0.17225259444621363
PA335543,-0.200828015764953,-0.2741492983874364,Fourneyron,Valérie,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Seine-Maritime,Médecin,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Valérie Fourneyron,-0.200828015764953,-0.2894537175738562,316,-0.3421714223457844,-0.2915641736600459,0.1424122061644814,intermédiaire,False,False,280.0,0.8860759493670886,319.0,40,18,21,1,0,0.025,0.0,0.975,39,38,1,0.9743589743589745,,Majoritaire,Seine-Maritime,1959-10-04,235.5,204.0,-0.5331224653772135,0.025487127591622527
PA335567,0.6269696842867006,0.0390668059622359,Guégot,Françoise,PO656006,UMP,Union pour un Mouvement Populaire,UMP,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Seine-Maritime,Maître de conférences associée,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Françoise Guégot,0.6269696842867006,0.0412477153362064,199,0.4616419344258717,0.2097077253158779,0.2375954297369815,intermédiaire,False,False,168.0,0.8442211055276382,588.0,45,21,22,2,0,0.0444444444444444,0.0,0.9555555555555556,43,42,1,0.9767441860465116,,Opposition,Seine-Maritime,1962-08-11,79.0,106.0,0.45526327075503353,-0.21253732701288675
PA335758,0.3825861265490731,0.0834212354307006,Riester,Franck,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Seine-et-Marne,Chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Franck Riester,0.3825861265490731,0.0880782364282963,199,0.4616419344258717,0.2097077253158779,0.1489902623884269,intermédiaire,False,False,75.0,0.3768844221105528,493.0,33,9,21,3,0,0.0909090909090909,0.0,0.9090909090909092,30,30,0,1.0,,Opposition,Seine-et-Marne,1974-01-03,174.5,36.5,0.25871517630182367,-0.007831976214357828
PA335999,-0.3071348031435563,-0.1007863756355505,Batho,Delphine,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,DBT,2,Deux-Sèvres,Cadre territorial,https://www.hatvp.fr/pages_nominatives/batho-delphine,,Majoritaire,Delphine Batho,-0.3071348031435563,-0.1064127877769617,316,-0.3421714223457844,-0.2915641736600459,0.1939683811970319,intermédiaire,False,False,167.0,0.5284810126582279,197.0,27,11,13,3,0,0.1111111111111111,0.0,0.8888888888888888,24,22,2,0.9166666666666666,,Majoritaire,Deux-Sèvres,1973-03-23,298.5,276.0,-0.5113709524301742,0.2659147135999159
PA336015,-0.3861044536581374,-0.6923331528556868,Grellier,Jean,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Deux-Sèvres,Retraité du secteur privé,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Jean Grellier,-0.3861044536581374,-0.7309827385022085,316,-0.3421714223457844,-0.2915641736600459,0.4031697978839786,éloigné,False,True,95.0,0.300632911392405,113.0,31,16,15,0,0,0.0,0.0,1.0,31,31,0,1.0,,Majoritaire,Deux-Sèvres,1947-05-17,109.5,94.0,-0.9966460987848229,-0.2632461384260762
PA336112,-0.2794057405865178,-0.1829473020495244,Valax,Jacques,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Tarn,Avocat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Jacques Valax,-0.2794057405865178,-0.1931603582785926,316,-0.3421714223457844,-0.2915641736600459,0.1254478202487474,intermédiaire,False,False,199.0,0.629746835443038,231.0,21,13,8,0,0,0.0,0.0,1.0,21,21,0,1.0,,Majoritaire,Tarn,1951-08-23,109.5,94.0,-0.5427598355559416,0.16690512745644165
PA336316,0.4068305979408728,0.1138064530608367,Bouchet,Jean-Claude,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Vaucluse,Gérant de société,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Jean-Claude Bouchet,0.4068305979408728,0.1201597126679475,199,0.4616419344258717,0.2097077253158779,0.1104596606341306,intermédiaire,False,False,94.0,0.4723618090452261,512.0,46,15,28,3,0,0.0652173913043478,0.0,0.9347826086956522,43,41,2,0.9534883720930232,,Opposition,Vaucluse,1957-05-02,135.5,158.5,0.30242881129765337,0.00603848355810141
PA336421,-0.3306365896377727,-0.1390363156824269,Coutelle,Catherine,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Vienne,Retraitée de l'enseignement,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Catherine Coutelle,-0.3306365896377727,-0.1467980355549764,316,-0.3421714223457844,-0.2915641736600459,0.152963393741256,intermédiaire,False,False,141.0,0.4462025316455696,166.0,21,12,9,0,0,0.0,0.0,1.0,21,20,1,0.9523809523809524,,Majoritaire,Vienne,1945-04-02,109.5,243.5,-0.5598682101654289,0.2438270823887631
PA336439,-0.8797488542233002,-0.411424897411264,Clément,Jean-Michel,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Vienne,Avocat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Jean-Michel Clément,-0.8797488542233002,-0.434392744240524,316,-0.3421714223457844,-0.2915641736600459,0.5507777122961593,éloigné,False,True,1.0,0.0031645569620253,1.0,18,13,5,0,0,0.0,0.0,1.0,18,18,0,1.0,,Majoritaire,Vienne,1954-10-31,109.5,94.0,-1.2604878285143128,0.3382264158862036
PA336576,0.5219168217181225,0.0992182253543818,Fort,Marie-Louise,PO656006,UMP,Union pour un Mouvement Populaire,UMP,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Yonne,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}","{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Marie-Louise Fort,0.5219168217181225,0.1047570953084102,199,0.4616419344258717,0.2097077253158779,0.1258610012666154,intermédiaire,False,False,133.0,0.6683417085427136,553.0,54,27,22,5,0,0.0925925925925925,0.0,0.9074074074074074,49,49,0,1.0,,Opposition,Yonne,1950-12-03,177.5,36.5,0.3993732337742791,-0.08417283542157297
PA336971,-0.699641062928789,-0.084597650592183,Goldberg,Daniel,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",10,Seine-Saint-Denis,Maître de conférences,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Daniel Goldberg,-0.699641062928789,-0.0893203251146591,316,-0.3421714223457844,-0.2915641736600459,0.4130613581652763,éloigné,False,True,5.0,0.0158227848101265,5.0,20,15,4,1,0,0.05,0.0,0.95,19,17,2,0.8947368421052632,,Majoritaire,Seine-Saint-Denis,1965-08-24,266.5,292.5,-0.8653690414145738,0.5406046649798302
PA337483,-0.4063442845908445,-0.3787768485436965,Letchimy,Serge,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Martinique,Urbaniste,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Serge Letchimy,-0.4063442845908445,-0.3999221139239906,316,-0.3421714223457844,-0.2915641736600459,0.1082783769230255,intermédiaire,False,False,87.0,0.2753164556962025,104.0,15,12,3,0,0,0.0,0.0,1.0,15,15,0,1.0,,Majoritaire,Martinique,1953-01-13,109.5,94.0,-0.797209453990033,0.058184072870926876
PA337504,-0.414351888890571,-0.2209566649959653,Berthelot,Chantal,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Guyane,Agricultrice,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Chantal Berthelot,-0.414351888890571,-0.2332915987091736,316,-0.3421714223457844,-0.2915641736600459,0.1009724716463416,intermédiaire,False,False,83.0,0.2626582278481013,97.0,24,13,10,1,0,0.0416666666666666,0.0,0.9583333333333334,23,23,0,1.0,,Majoritaire,Guyane,1958-09-12,256.5,94.0,-0.6948000335824946,0.2185303603857136
PA337550,-0.2010237124475832,-0.1511687331947685,Lebreton,Patrick,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Réunion,Cadre territorial,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Patrick Lebreton,-0.2010237124475832,-0.1596077468063343,316,-0.3421714223457844,-0.2915641736600459,0.1990817814691892,intermédiaire,False,False,278.0,0.879746835443038,317.0,110,104,4,2,0,0.0181818181818181,0.0,0.9818181818181818,108,105,3,0.9722222222222222,,Majoritaire,Réunion,1963-09-06,229.0,206.0,-0.44769571531070435,0.1464511473453881
PA337568,-0.3565257715763038,-0.4300102577843053,Fruteau,Jean-Claude,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Réunion,Retraité de l'enseignement,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Jean-Claude Fruteau,-0.3565257715763038,-0.4540156347022899,316,-0.3421714223457844,-0.2915641736600459,0.1391882378334219,intermédiaire,False,False,120.0,0.379746835443038,140.0,13,10,3,0,0,0.0,0.0,1.0,13,13,0,1.0,,Majoritaire,Réunion,1947-06-06,109.5,94.0,-0.7865126662034507,-0.02500138631577875
PA337633,0.0888985704052124,-0.3556022911055492,Girardin,Annick,PO656022,RRDP,"Radical, républicain, démocrate et progressiste",RRDP,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Saint-Pierre-et-Miquelon,Fonctionnaire de catégorie A,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Minoritaire,Annick Girardin,0.0888985704052124,-0.375453833891697,19,-0.1123661490660445,-0.1069845907361397,0.3198722373711373,éloigné,False,True,19.0,1.0,381.0,50,0,0,0,50,0.0,1.0,0.0,62,61,1,0.9838709677419356,,Minoritaire,Saint-Pierre-et-Miquelon,1964-08-03,1.5,4.0,-0.3202029735915559,-0.24556470300158445
PA339,-0.1297397521908016,-0.4055230683221305,Baert,Dominique,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",8,Nord,Directeur à la Banque de France,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Dominique Baert,-0.1297397521908016,-0.4281614447975432,316,-0.3421714223457844,-0.2915641736600459,0.2410681317748978,intermédiaire,False,False,314.0,0.9936708860759492,358.0,18,12,6,0,0,0.0,0.0,1.0,18,15,3,0.8333333333333334,,Majoritaire,Nord,1959-10-24,109.5,308.0,-0.5584190628864595,-0.15046390874501925
PA340432,-0.2090751409056764,-0.3089398042531509,Fauré,Alain,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Ariège,Industriel - Chef d'entreprise,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Alain Fauré,-0.2090751409056764,-0.3261864078208855,316,-0.3421714223457844,-0.2915641736600459,0.1342256781383222,intermédiaire,False,False,271.0,0.8575949367088608,310.0,28,13,15,0,0,0.0,0.0,1.0,28,26,2,0.9285714285714286,,Majoritaire,Ariège,1962-10-01,109.5,266.5,-0.5650155249199882,-0.003258988922213657
PA340755,-0.2226243434534077,0.380912679325742,Charroux,Gaby,PO656018,GDR,Gauche démocrate et républicaine,GDR,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",13,Bouches-du-Rhône,Retraité de l'enseignement,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Minoritaire,Gaby Charroux,-0.2226243434534077,0.4021771777290347,15,-0.2407486590036925,0.3959014098790215,0.0235192018947308,proche,True,False,9.0,0.6,295.0,165,65,79,21,0,0.1272727272727272,0.0,0.8727272727272727,144,144,0,1.0,,Minoritaire,Bouches-du-Rhône,1942-06-25,6.0,3.0,-0.09740638505989349,0.6834911767201675
PA341246,-0.382024062329345,-0.2549593288472143,Le Dissez,Viviane,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Côtes-d'Armor,Retraitée de la fonction publique,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Viviane Le Dissez,-0.382024062329345,-0.2691924655618361,316,-0.3421714223457844,-0.2915641736600459,0.0541123606713916,proche,True,False,99.0,0.3132911392405063,117.0,34,14,20,0,0,0.0,0.0,1.0,34,33,1,0.9705882352941176,,Majoritaire,Côtes-d'Armor,1959-03-22,109.5,211.0,-0.6883855083328987,0.16380683229860718
PA341339,-0.2062422608568422,-0.4753176963768273,Langlade,Colette,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Dordogne,Professeur,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Colette Langlade,-0.2062422608568422,-0.5018523667730793,316,-0.3421714223457844,-0.2915641736600459,0.2285652949463536,intermédiaire,False,False,276.0,0.8734177215189873,315.0,22,12,10,0,0,0.0,0.0,1.0,22,21,1,0.9545454545454546,,Majoritaire,Dordogne,1956-06-20,109.5,239.0,-0.6781977237275238,-0.16860193146339342
PA341981,-0.4508293339634919,-0.2659261697860804,Récalde,Marie,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,mre,6,Gironde,Avocate,https://www.hatvp.fr/pages_nominatives/recalde-marie,,Majoritaire,Marie Récalde,-0.4508293339634919,-0.2807715317803818,316,-0.3421714223457844,-0.2915641736600459,0.1116416096254572,intermédiaire,False,False,62.0,0.1962025316455696,75.0,25,13,12,0,0,0.0,0.0,1.0,25,25,0,1.0,,Majoritaire,Gironde,1965-03-12,109.5,94.0,-0.7600500760660871,0.19839539011043814
PA342332,-0.290817123762336,-0.5105603290779793,Beffara,Jean-Marie,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Indre-et-Loire,Cadre associatif,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Jean-Marie Beffara,-0.290817123762336,-0.5390624238932032,316,-0.3421714223457844,-0.2915641736600459,0.2249368357357986,intermédiaire,False,False,190.0,0.6012658227848101,222.0,19,14,5,0,0,0.0,0.0,1.0,19,17,2,0.8947368421052632,,Majoritaire,Indre-et-Loire,1962-10-13,109.5,292.5,-0.7814363057949076,-0.14746857612992254
PA342415,-0.2231718529373552,-0.2402974563225638,Battistel,Marie-Noëlle,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,MNB,4,Isère,Autre cadre (secteur privé),https://www.hatvp.fr/pages_nominatives/battistel-marie-noelle,,Majoritaire,Marie-Noëlle Battistel,-0.2231718529373552,-0.2537120921528318,316,-0.3421714223457844,-0.2915641736600459,0.129573044364763,intermédiaire,False,False,257.0,0.8132911392405063,294.0,22,11,11,0,0,0.0,0.0,1.0,22,22,0,1.0,,Majoritaire,Isère,1956-08-20,109.5,94.0,-0.5303508540034617,0.07347991200477888
PA342539,-0.3345279565233719,-0.136650574914407,Delaunay,Florence,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Landes,Attachée territoriale,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Florence Delaunay,-0.3345279565233719,-0.1442791105074465,316,-0.3421714223457844,-0.2915641736600459,0.1551020491357325,intermédiaire,False,False,138.0,0.4367088607594936,163.0,29,11,17,1,0,0.0344827586206896,0.0,0.9655172413793104,28,27,1,0.9642857142857144,,Majoritaire,Landes,1956-06-12,248.5,222.5,-0.5618287714307986,0.24873682119026946
PA342935,0.3073692522121226,0.2375829608320334,Dubois,Marianne,PO656006,UMP,Union pour un Mouvement Populaire,UMP,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Loiret,Sans profession déclarée,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Marianne Dubois,0.3073692522121226,0.2508460596089108,199,0.4616419344258717,0.2097077253158779,0.1567708175411022,intermédiaire,False,False,23.0,0.1155778894472361,438.0,63,31,28,4,0,0.0634920634920634,0.0,0.9365079365079364,59,56,3,0.9491525423728814,,Opposition,Loiret,1957-12-17,132.0,161.0,0.29603276190288164,0.1932314855260217
PA343408,-0.3413116190715967,-0.4335105113438439,Fournel,Jean-Marc,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",3,Meurthe-et-Moselle,Retraité de la SNCF,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Jean-Marc Fournel,-0.3413116190715967,-0.4577112903586022,316,-0.3421714223457844,-0.2915641736600459,0.1419489416780313,intermédiaire,False,False,129.0,0.4082278481012658,153.0,27,13,14,0,0,0.0,0.0,1.0,27,27,0,1.0,,Majoritaire,Meurthe-et-Moselle,1958-12-09,109.5,94.0,-0.7747909228161942,-0.03847142980856963
PA343493,-0.1933987033357572,-0.1572727989804333,Rouillard,Gwendal,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",5,Morbihan,Cadre du secteur public,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Gwendal Rouillard,-0.1933987033357572,-0.1660525728349572,316,-0.3421714223457844,-0.2915641736600459,0.2004183006488594,intermédiaire,False,False,284.0,0.8987341772151899,323.0,12,9,3,0,0,0.0,0.0,1.0,12,12,0,1.0,,Majoritaire,Morbihan,1976-04-20,109.5,94.0,-0.4448490063454785,0.13542632390476955
PA343623,0.3406175803725103,0.1953086405543045,Grommerch,Anne,PO656006,UMP,Union pour un Mouvement Populaire,UMP,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",9,Moselle,Directrice des ventes,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Anne Grommerch,0.3406175803725103,0.206211770065687,199,0.4616419344258717,0.2097077253158779,0.1218779221844726,intermédiaire,False,False,43.0,0.2160804020100502,459.0,17,5,10,2,0,0.1176470588235294,0.0,0.8823529411764706,15,14,1,0.9333333333333332,,Opposition,Moselle,1970-12-11,190.0,175.0,0.29754586739883887,0.1297737150391184
PA344114,-0.1483825689339573,-0.2761951397285421,Cottel,Jean-Jacques,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Pas-de-Calais,Retraité de l'enseignement,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Jean-Jacques Cottel,-0.1483825689339573,-0.2916137682660613,316,-0.3421714223457844,-0.2915641736600459,0.1943973428590482,intermédiaire,False,False,311.0,0.9841772151898734,353.0,27,15,12,0,0,0.0,0.0,1.0,27,24,3,0.8888888888888888,,Majoritaire,Pas-de-Calais,1953-07-17,109.5,295.5,-0.48574074249116633,-0.011100876726593156
PA344242,-0.2465099105012588,-0.3529929538856635,Kemel,Philippe,PO656002,SRC,"Socialiste, républicain et citoyen",SRC,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",11,Pas-de-Calais,Professeur IUT de Lille 3 - Expert-comptable,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Philippe Kemel,-0.2465099105012588,-0.3726988300921529,316,-0.3421714223457844,-0.2915641736600459,0.1136864982677694,intermédiaire,False,False,240.0,0.759493670886076,275.0,25,12,12,1,0,0.04,0.0,0.96,24,23,1,0.9583333333333334,,Majoritaire,Pas-de-Calais,1948-06-28,254.5,233.5,-0.6305185656382299,-0.02186241664760713
PA344492,0.3758367067757582,-0.0038572163108707,Siré,Fernand,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",2,Pyrénées-Orientales,Médecin retraité,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Fernand Siré,0.3758367067757582,-0.0040725458982944,199,0.4616419344258717,0.2097077253158779,0.2301576011869353,intermédiaire,False,False,66.0,0.3316582914572864,483.0,36,14,19,3,0,0.0833333333333333,0.0,0.9166666666666666,33,33,0,1.0,,Opposition,Pyrénées-Orientales,1945-03-31,166.0,36.5,0.191678132188637,-0.08913776543569052
PA344545,-0.3368706893066585,-0.2977881179134874,Elkouby,Éric,PO713077,SER,"Socialiste, écologiste et républicain",SER,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",1,Bas-Rhin,Fonctionnaire territorial,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Majoritaire,Éric Elkouby,-0.3368706893066585,-0.3144121771837113,7,-0.3421008720717355,-0.2379308009903336,0.0600853825900691,proche,True,False,3.0,0.4285714285714285,159.0,34,16,18,0,0,0.0,0.0,1.0,34,34,0,1.0,,Majoritaire,Bas-Rhin,1973-06-24,3.0,3.0,-0.6761795125952836,0.09195514048650635
PA344776,0.4545947408722352,0.1966598907141121,Nachury,Dominique,PO656006,UMP,Union pour un Mouvement Populaire,UMP,Mme,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",4,Rhône,Juriste,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Dominique Nachury,0.4545947408722352,0.2076384539362247,199,0.4616419344258717,0.2097077253158779,0.0148293265112564,proche,True,False,115.0,0.5778894472361809,534.0,69,32,31,6,0,0.0869565217391304,0.0,0.9130434782608696,61,60,1,0.9836065573770492,,Opposition,Rhône,1951-06-01,171.5,80.5,0.40455393473992834,0.055955004650662374
PA345619,0.3295566226651937,0.1929620765335041,Philippe,Édouard,PO656006,UMP,Union pour un Mouvement Populaire,UMP,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",7,Seine-Maritime,Avocat,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Édouard Philippe,0.3295566226651937,0.2037342088122352,199,0.4616419344258717,0.2097077253158779,0.1331425789747898,intermédiaire,False,False,36.0,0.1809045226130653,451.0,38,13,20,5,0,0.131578947368421,0.0,0.868421052631579,33,31,2,0.9393939393939394,,Opposition,Seine-Maritime,1970-11-28,197.0,171.0,0.2856190284915693,0.1347607003120248
PA345897,0.129465118248758,0.1684970819764417,Richard,Arnaud,PO656010,UDI,Union des démocrates et indépendants,UDI,M.,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",7,Yvelines,Responsable de relations institutionnelles,"{'@xmlns:xsi': 'http://www.w3.org/2001/XMLSchema-instance', '@xsi:nil': 'true'}",,Opposition,Arnaud Richard,0.129465118248758,0.1779034528459803,32,0.1629270516821792,0.1112757391863862,0.0662871258978676,proche,True,False,8.0,0.25,389.0,228,86,103,39,0,0.1710526315789473,0.0,0.8289473684210527,189,181,8,0.9576719576719576,,Opposition,Yvelines,1971-04-30,10.0,26.0,0.08238285980388471,0.24264504531292835
