acteur_id,groupe_code,groupe_libelle_court,nom,prenom,total_public_votes,yes_votes,no_votes,abstentions,non_voting,abstention_rate,non_voting_rate,yes_no_share
PA840119,RN,RN,Delannoy,Sandra,1790,938,688,164,0,0.09162011173184358,0.0,0.9083798882681564
PA840135,RN,RN,Dufosset,Alexandre,2227,1032,961,234,0,0.10507409070498429,0.0,0.8949259092950157
PA840143,RN,RN,Florquin,Guillaume,2504,1224,1075,205,0,0.08186900958466453,0.0,0.9181309904153354
PA840159,RN,RN,Clavet,Bruno,1359,747,538,74,0,0.054451802796173655,0.0,0.9455481972038263
PA840175,SOC,SOC,Bregman,Dorine,850,361,465,24,0,0.02823529411764706,0.0,0.971764705882353
PA840235,EPR,EPR,Frébault,Moerani,460,211,239,10,0,0.021739130434782608,0.0,0.9782608695652174
PA840657,UDDPLR,UDR,Ricourt Vaginay,Sophie,1190,591,507,92,0,0.0773109243697479,0.0,0.9226890756302522
PA840657,UDR,UDR,Ricourt Vaginay,Sophie,833,453,313,67,0,0.08043217286914765,0.0,0.9195678271308524
PA840665,SOC,SOC,Allemand,Marie-José,3113,1514,1356,243,0,0.07805974943784132,0.0,0.9219402505621587
PA840673,SOC,SOC,Rossi,Valérie,3360,1711,1303,346,0,0.10297619047619047,0.0,0.8970238095238096
PA840685,UDDPLR,UDR,Trébuchet,Vincent,1204,583,531,90,0,0.07475083056478406,0.0,0.925249169435216
PA840685,UDR,UDR,Trébuchet,Vincent,376,211,155,10,0,0.026595744680851064,0.0,0.973404255319149
PA840701,UDDPLR,UDR,Chaix,Bernard,851,466,309,76,0,0.08930669800235018,0.0,0.9106933019976499
