acteur_id,dim1,dim2,nom,prenom,civilite,trigramme,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,groupe_couleur,position_politique,circonscription_numero,departement,profession,uri_hatvp,full_name
PA841973,0.0596676403131094,-0.7074796839098471,Carbonnel,Pierre-Henri,M.,PHCA,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,1,Tarn-et-Garonne,Agriculteur,https://www.hatvp.fr/pages_nominatives/carbonnel-pierre-henri-29796,Pierre-Henri Carbonnel
PA841981,-0.1428264361012509,-0.8584390913086507,Rimbert,Catherine,Mme,CRI,PO845401,RN,Rassemblement National,RN,#313567,,5,Vaucluse,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/rimbert-catherine-27416,Catherine Rimbert
PA842001,-0.075872300303273,-0.5738817649363388,Bigot,Guillaume,M.,GBI,PO845401,RN,Rassemblement National,RN,#313567,,2,Territoire de Belfort,"(35) - Profession de l'information, des arts et des spectacles",https://www.hatvp.fr/pages_nominatives/bigot-guillaume-27510,Guillaume Bigot
PA842013,-0.0893670730219744,0.728632846707188,Gustave,Steevy,M.,SGU,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,3,Essonne,"(35) - Profession de l'information, des arts et des spectacles",https://www.hatvp.fr/pages_nominatives/gustave-steevy-27433,Steevy Gustave
PA842029,-0.3472249676397277,0.8206081898246076,Lejeune,Claire,Mme,CLJ,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,7,Essonne,"34 - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/lejeune-claire-27477,Claire Lejeune
PA842037,-0.3681443206301181,0.8275275834654916,Cernon,Bérenger,M.,BCE,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,8,Essonne,"(65) - Ouvrier qualifié de la manutention, du magasinage et du transport",https://www.hatvp.fr/pages_nominatives/cernon-berenger-27456,Bérenger Cernon
PA842045,-0.0926478469619919,0.7131683408478543,Ozenne,Julie,Mme,JOZ,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,9,Essonne,(38) - Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/ozenne-julie-27478,Julie Ozenne
PA842073,-0.0165943206875156,-0.342903835485822,Dussausaye,Gaëtan,M.,GDU,PO845401,RN,Rassemblement National,RN,#313567,,2,Vosges,(55) - Employé de commerce,https://www.hatvp.fr/pages_nominatives/dussausaye-gaetan-27500,Gaëtan Dussausaye
PA842085,-0.1466273654905388,-0.9075360243437808,Humbert,Sébastien,M.,SHU,PO845401,RN,Rassemblement National,RN,#313567,,4,Vosges,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/humbert-sebastien-27437,Sébastien Humbert
PA842097,-0.1209003134024241,-0.7727990926947298,Roy,Sophie-Laurence,Mme,SRY,PO845401,RN,Rassemblement National,RN,#313567,,2,Yonne,(31) - Profession libérale,https://www.hatvp.fr/pages_nominatives/roy-sophie-laurence-27419,Sophie-Laurence Roy
PA842105,-0.3656369234804295,0.8372526829147562,Arnault,Raphaël,M.,RAN,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Vaucluse,(52) - Employé civil et agent de service de la fonction publique,https://www.hatvp.fr/pages_nominatives/arnault-raphael-27446,Raphaël Arnault
PA842121,0.2978869779648,-0.3463761486289831,Tryzna,Nicolas,M.,NTR,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,7,Val-de-Marne,Formateur,https://www.hatvp.fr/pages_nominatives/tryzna-nicolas,Nicolas Tryzna
PA842125,0.4005594879689378,-0.2609622647537581,Lam,Thomas,M.,TLM,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,2,Hauts-de-Seine,(23) - Chef d'entreprise de 10 salariés ou plus,https://www.hatvp.fr/pages_nominatives/lam-thomas-27453,Thomas Lam
PA842141,0.3307036367618019,-0.3979665185378847,de Maistre,Élisabeth,Mme,EMAI,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,9,Hauts-de-Seine,Avocat,https://www.hatvp.fr/pages_nominatives/de-maistre-elisabeth-18590,Élisabeth de Maistre
PA842147,0.487484948108181,-0.043552816931398,Mongardien,Christophe,M.,CMO,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,13,Hauts-de-Seine,Ingénieur - Responsable Support Technique Grands Comptes,https://www.hatvp.fr/pages_nominatives/mongardien-christophe-28142,Christophe Mongardien
PA842155,-0.320458303605082,0.7737340357907772,Diouara,Aly,M.,ADI,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,5,Seine-Saint-Denis,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/diouara-aly-27494,Aly Diouara
PA842183,0.3955448477123708,-0.259700814594849,Blanchard,Benoît,M.,BBLA,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,4,Val-d'Oise,Directeur d'un laboratoire de recherche,https://www.hatvp.fr/pages_nominatives/blanchard-benoit-29920,Benoît Blanchard
PA842187,-0.3071564246608931,0.7661227271353707,Cathala,Gabrielle,Mme,GCA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,6,Val-d'Oise,Secrétaire générale de groupe parlementaire,https://www.hatvp.fr/pages_nominatives/cathala-gabrielle-27451,Gabrielle Cathala
PA842195,0.1188726838197732,0.5997929391362221,Eskenazi,Romain,M.,RES,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,7,Val-d'Oise,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/eskenazi-romain-10822,Romain Eskenazi
PA842211,0.0607442040255903,0.5482308325600361,Bellay,Béatrice,Mme,BBY,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,3,Martinique,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/bellay-beatrice-27470,Béatrice Bellay
PA842227,-0.0992809906930188,-0.7253435502048234,Rivière,Joseph,M.,JRI,PO845401,RN,Rassemblement National,RN,#313567,,3,Réunion,(45) - Profession intermédiaire administrative de la fonction publique,https://www.hatvp.fr/pages_nominatives/riviere-joseph-27417,Joseph Rivière
PA842255,-0.1240347779490563,-0.8101297619177524,Sicard,Anne,Mme,ASC,PO845401,RN,Rassemblement National,RN,#313567,,1,Val-d'Oise,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/sicard-anne-27447,Anne Sicard
PA842263,0.1056178069626443,0.5643166351931513,Hadizadeh,Ayda,Mme,AHA,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,2,Val-d'Oise,(37) - Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/hadizadeh-ayda-27435,Ayda Hadizadeh
PA842271,-0.0858001571367401,0.5167178349060421,Maurel,Emmanuel,M.,EMA,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,3,Val-d'Oise,"(34) - Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/maurel-emmanuel,Emmanuel Maurel
PA842279,-0.0989114062459268,-0.6333070163013591,Bamana,Anchya,Mme,ABA,PO845401,RN,Rassemblement National,RN,#313567,,2,Mayotte,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/bamana-anchya-27450,Anchya Bamana
PA842299,-0.1332835932773274,0.4253429191734817,Tjibaou,Emmanuel,M.,ETJ,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,2,Nouvelle-Calédonie,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/tjibaou-emmanuel-27467,Emmanuel Tjibaou
PA842311,0.564626395765291,-0.0543687016831024,Caure,Vincent,M.,VCA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Français établis hors de France,(33) - Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/caure-vincent-14398,Vincent Caure
PA857021,0.3846747208958032,0.0242227637961185,Latrèche,Alim,M.,ALAT,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Isère,Ingénieur-Cadre,https://www.hatvp.fr/pages_nominatives/latreche-alim-30276,Alim Latrèche
PA870009,0.3122097849984764,-0.3760303156144154,Duparay,Lionel,M.,LDUP,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,5,Saône-et-Loire,Ingénieur,https://www.hatvp.fr/pages_nominatives/duparay-lionel-3420,Lionel Duparay
PA878242,0.0074237855804087,-0.5823494511613768,Valentin,Antoine,M.,AVAL,PO872880,UDDPLR,Union des droites pour la République,UDR,#3367A7,,3,Haute-Savoie,chef d'entreprise,https://www.hatvp.fr/pages_nominatives/valentin-antoine-30153,Antoine Valentin
PA879389,0.4922897963716827,-0.0624673226491861,Lubet,Marie-Philippe,Mme,MPLU,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Loiret,Retraitée,https://www.hatvp.fr/pages_nominatives/lubet-marie-philippe-20471,Marie-Philippe Lubet
PA942,0.2563420907009752,-0.1222167440535759,de Courson,Charles,M.,CDC,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,5,Marne,Conseiller référendaire honoraire à la Cour des comptes,https://www.hatvp.fr/pages_nominatives/de-courson-charles,Charles de Courson
