acteur_id,dim1,dim2,nom,prenom,civilite,trigramme,groupe_organe_ref,groupe_code,groupe_libelle,groupe_libelle_court,groupe_couleur,position_politique,circonscription_numero,departement,profession,uri_hatvp,full_name
PA793592,-0.1306806732790084,-0.8320125068930705,Grangier,Géraldine,Mme,GGA,PO845401,RN,Rassemblement National,RN,#313567,,4,Doubs,Profession intermédiaire administrative de la fonction publique,https://www.hatvp.fr/pages_nominatives/grangier-geraldine-24345,Géraldine Grangier
PA793608,-0.0978969640700485,-0.7315838166016263,Levavasseur,Katiana,Mme,KLV,PO845401,RN,Rassemblement National,RN,#313567,,2,Eure,Ouvrier de type industriel,https://www.hatvp.fr/pages_nominatives/levavasseur-katiana-24133,Katiana Levavasseur
PA793616,-0.0929958500494856,-0.7622386109196627,Mauvieux,Kévin,M.,KMA,PO845401,RN,Rassemblement National,RN,#313567,,3,Eure,Conseiller en assurance,https://www.hatvp.fr/pages_nominatives/mauvieux-kevin-24160,Kévin Mauvieux
PA793624,0.0893200910702604,0.547647184342997,Brun,Philippe,M.,PBR,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,4,Eure,Magistrat administratif,https://www.hatvp.fr/pages_nominatives/brun-philippe-24275,Philippe Brun
PA793632,-0.080897637476357,-0.7333007163962826,Houssin,Timothée,M.,THO,PO845401,RN,Rassemblement National,RN,#313567,,5,Eure,Cadre,https://www.hatvp.fr/pages_nominatives/houssin-timothee-24241,Timothée Houssin
PA793656,-0.134517160331703,-0.8982311472676836,Pollet,Lisette,Mme,LPO,PO845401,RN,Rassemblement National,RN,#313567,,2,Drôme,Ouvrier qualifié de type industriel,https://www.hatvp.fr/pages_nominatives/pollet-lisette-24138,Lisette Pollet
PA793664,-0.1060660075379757,0.7317592950327491,Pochon,Marie,Mme,MPC,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,3,Drôme,Responsable associative,https://www.hatvp.fr/pages_nominatives/pochon-marie-24145,Marie Pochon
PA793672,-0.1406408139317492,-0.906591045708933,Loir,Christine,Mme,CLO,PO845401,RN,Rassemblement National,RN,#313567,,1,Eure,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/loir-christine-24283,Christine Loir
PA793696,-0.0745045837479218,-0.7403881340863879,Muller,Serge,M.,SMU,PO845401,RN,Rassemblement National,RN,#313567,,2,Dordogne,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/muller-serge-24188,Serge Muller
PA793708,-0.0899211797665392,0.6771792623054549,Peytavie,Sébastien,M.,SPY,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,4,Dordogne,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/peytavie-sebastien-24183,Sébastien Peytavie
PA793716,0.3294648585167444,-0.0710081074003769,Croizier,Laurent,M.,LCR,PO845454,DEM,Les Démocrates,Dem,#F07E26,,1,Doubs,"Professeur des écoles, instituteur et assimilé",https://www.hatvp.fr/pages_nominatives/croizier-laurent-24166,Laurent Croizier
PA793736,-0.3804456579457358,0.8567264860241403,Clouet,Hadrien,M.,HCL,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Haute-Garonne,Sociologue,https://www.hatvp.fr/pages_nominatives/clouet-hadrien-24301,Hadrien Clouet
PA793744,-0.3623858860299328,0.8523948233548425,Stambach-Terrenoir,Anne,Mme,AST,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Haute-Garonne,Professeure de piano,https://www.hatvp.fr/pages_nominatives/stambach-terrenoir-anne-24282,Anne Stambach-Terrenoir
PA793756,-0.2879277242540591,0.7259172007645625,Piquemal,François,M.,FPI,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Haute-Garonne,Enseignant,https://www.hatvp.fr/pages_nominatives/piquemal-francois-24200,François Piquemal
PA793772,-0.3100639495557805,0.76546673620295,Bex,Christophe,M.,CBE,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,7,Haute-Garonne,Retraité,https://www.hatvp.fr/pages_nominatives/bex-christophe-24294,Christophe Bex
PA793780,-0.0932711614154544,0.7417799297681839,Arrighi,Christine,Mme,CAR,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,9,Haute-Garonne,Ancien cadre,https://www.hatvp.fr/pages_nominatives/arrighi-christine-24260,Christine Arrighi
PA793796,0.176687145774747,0.1791434715555523,Taupiac,David,M.,DTA,PO845485,LIOT,"Libertés, Indépendants, Outre-mer et Territoires",LIOT,#FFD96F,,2,Gers,Consultant aéronautique,https://www.hatvp.fr/pages_nominatives/taupiac-david-24308,David Taupiac
PA793816,0.108025468719236,0.5803978449773587,Thomin,Mélanie,Mme,MTH,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,6,Finistère,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/thomin-melanie-24161,Mélanie Thomin
PA793832,-0.0538450405481108,-0.5164286607183226,Gillet,Yoann,M.,YGI,PO845401,RN,Rassemblement National,RN,#313567,,1,Gard,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/gillet-yoann,Yoann Gillet
PA793852,-0.1371133517204383,-0.8493775510072575,Meurin,Pierre,M.,PME,PO845401,RN,Rassemblement National,RN,#313567,,4,Gard,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/meurin-pierre-24150,Pierre Meurin
PA793872,-0.3543147164919367,0.8094652379351835,Oziol,Nathalie,Mme,NOZ,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Hérault,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/oziol-nathalie-24182,Nathalie Oziol
PA793892,-0.0510636797527711,-0.4923806396337493,Galzy,Stéphanie,Mme,SGA,PO845401,RN,Rassemblement National,RN,#313567,,5,Hérault,Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/galzy-stephanie-24211,Stéphanie Galzy
PA793912,-0.3964744937044305,0.8757915383637839,Carrière,Sylvain,M.,SCA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,8,Hérault,Employé de commerce,https://www.hatvp.fr/pages_nominatives/carriere-sylvain-24217,Sylvain Carrière
PA793928,-0.0501669209137348,-0.5542639409996091,Diaz,Edwige,Mme,EDI,PO845401,RN,Rassemblement National,RN,#313567,,11,Gironde,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/diaz-edwige-24319,Edwige Diaz
PA793944,0.2782387883183192,-0.0952514393323051,Martin (Gironde),Alexandra,Mme,AMAR,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Gironde,Sans profession déclarée,https://www.hatvp.fr/pages_nominatives/martin-(gironde)-alexandra-26044,Alexandra Martin (Gironde)
PA793948,-0.0808534832800405,0.6728395780078236,Thierry,Nicolas,M.,NTH,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,2,Gironde,Consultant en développement durable,https://www.hatvp.fr/pages_nominatives/thierry-nicolas,Nicolas Thierry
PA793980,-0.0967502772427882,0.7168578101725852,Fournier,Charles,M.,CFO,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,1,Indre-et-Loire,"Consultant, formateur",https://www.hatvp.fr/pages_nominatives/fournier-charles,Charles Fournier
PA793992,0.3660760833039968,-0.2415158831617056,Alfandari,Henri,M.,HAL,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,3,Indre-et-Loire,"Ancien artisan, commerçant, chef d'entreprise",https://www.hatvp.fr/pages_nominatives/alfandari-henri-22152,Henri Alfandari
PA794008,-0.0950953619968279,0.7010372752069093,Chatelain,Cyrielle,Mme,CCH,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,2,Isère,Collaboratrice de cabinet,https://www.hatvp.fr/pages_nominatives/chatelain-cyrielle-24303,Cyrielle Chatelain
PA794022,-0.0569372613513392,0.7123916367363247,Iordanoff,Jérémie,M.,JIO,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,5,Isère,Artiste-peintre,https://www.hatvp.fr/pages_nominatives/iordanoff-jeremie-24286,Jérémie Iordanoff
PA794030,-0.046090701328962,-0.565452130907743,Jolly,Alexis,M.,AJO,PO845401,RN,Rassemblement National,RN,#313567,,6,Isère,Commerçant et assimilé,https://www.hatvp.fr/pages_nominatives/jolly-alexis-24185,Alexis Jolly
PA794038,0.2831546016629444,-0.2045033355349208,Neuder,Yannick,M.,YNE,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,7,Isère,Cardiologue,https://www.hatvp.fr/pages_nominatives/neuder-yannick,Yannick Neuder
PA794058,0.2962835489571414,-0.4440258782037243,Gruet,Justine,Mme,JGE,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,3,Jura,Masseur Kinésithérapeute,https://www.hatvp.fr/pages_nominatives/gruet-justine-24336,Justine Gruet
PA794082,-0.3375060189932525,0.8233217593315307,Hignet,Mathilde,Mme,MHI,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,4,Ille-et-Vilaine,Ouvrière agricole,https://www.hatvp.fr/pages_nominatives/hignet-mathilde-24156,Mathilde Hignet
PA794094,0.1231229121432446,0.6398499767322497,Bouloux,Mickaël,M.,MBL,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,8,Ille-et-Vilaine,Ingénieur et cadre technique d'entreprise,https://www.hatvp.fr/pages_nominatives/bouloux-mickael-19909,Mickaël Bouloux
PA794106,-0.3920229497835228,0.8638420813873665,Taurinya,Andrée,Mme,ATU,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Loire,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/taurinya-andree-24273,Andrée Taurinya
PA794114,0.2908954545060584,-0.1347387295408894,Mandon,Emmanuel,M.,EMN,PO845454,DEM,Les Démocrates,Dem,#F07E26,,3,Loire,Conseiller d'insertion professionnelle,https://www.hatvp.fr/pages_nominatives/mandon-emmanuel,Emmanuel Mandon
PA794118,0.2846805442841469,-0.306862652809349,Vermorel-Marques,Antoine,M.,AVE,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,5,Loire,Conseiller parlementaire,https://www.hatvp.fr/pages_nominatives/vermorel-marques-antoine-20369,Antoine Vermorel-Marques
PA794130,-0.2735174887419451,0.7593190397752767,Kerbrat,Andy,M.,AKE,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Loire-Atlantique,Chargé d'assistance automobile,https://www.hatvp.fr/pages_nominatives/kerbrat-andy-24190,Andy Kerbrat
PA794138,-0.2905006036515931,0.7213757164955913,Amiot,Ségolène,Mme,SAM,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,3,Loire-Atlantique,Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/amiot-segolene-24206,Ségolène Amiot
PA794146,-0.0685124438628008,0.7101037005830309,Laernoes,Julie,Mme,JLR,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,4,Loire-Atlantique,Ancien cadre,https://www.hatvp.fr/pages_nominatives/laernoes-julie-17811,Julie Laernoes
PA794154,-0.0962061066924395,0.750565927854716,Raux,Jean-Claude,M.,JRX,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,6,Loire-Atlantique,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/raux-jean-claude-24342,Jean-Claude Raux
PA794166,-0.3182963653439749,0.7825655541942039,Tavel,Matthias,M.,MTV,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,8,Loire-Atlantique,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/tavel-matthias-24228,Matthias Tavel
PA794198,-0.1001938335272022,-0.70211844825548,Chudeau,Roger,M.,RCH,PO845401,RN,Rassemblement National,RN,#313567,,2,Loir-et-Cher,Inspecteur général de l'éducation nationale honoraire,https://www.hatvp.fr/pages_nominatives/chudeau-roger-24171,Roger Chudeau
PA794206,0.5282460431398875,-0.0539917990594784,Marion,Christophe,M.,CMA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,3,Loir-et-Cher,Délégué général du Comité des travaux historiques et scientifiques,https://www.hatvp.fr/pages_nominatives/marion-christophe-24296,Christophe Marion
PA794234,0.3809350180149835,-0.1812391912170633,Gernigon,François,M.,FGE,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,1,Maine-et-Loire,Ancien cadre,https://www.hatvp.fr/pages_nominatives/gernigon-francois-20076,François Gernigon
PA794262,0.3072049398944623,-0.1024889649656864,Maussion,Patricia,Mme,PMAU,PO845454,DEM,Les Démocrates,Dem,#F07E26,,7,Maine-et-Loire,Agricultrice,https://www.hatvp.fr/pages_nominatives/maussion-patricia-30989,Patricia Maussion
PA794270,0.133291265099536,0.6619640733175152,Pic,Anna,Mme,API,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,4,Manche,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/pic-anna-20030,Anna Pic
PA794278,0.3613220156579101,-0.1445793886758163,Albertini,Xavier,M.,XAL,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,1,Marne,Profession libérale,https://www.hatvp.fr/pages_nominatives/albertini-xavier,Xavier Albertini
PA794322,-0.0348672363540831,-0.4154322694945218,Ménagé,Thomas,M.,TMN,PO845401,RN,Rassemblement National,RN,#313567,,4,Loiret,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/menage-thomas-24239,Thomas Ménagé
PA794330,0.530603449207428,-0.0661601575089032,Brosse,Anthony,M.,ABO,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Loiret,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/brosse-anthony-24192,Anthony Brosse
PA794354,-0.116566502640288,-0.7902105374559167,Laporte,Hélène,Mme,HLA,PO845401,RN,Rassemblement National,RN,#313567,,2,Lot-et-Garonne,Analyste bancaire,https://www.hatvp.fr/pages_nominatives/laporte-helene-24647,Hélène Laporte
PA794418,-0.1210992248912822,-0.7585049729187947,Goulet,Florence,Mme,FGO,PO845401,RN,Rassemblement National,RN,#313567,,2,Meuse,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/goulet-florence-24331,Florence Goulet
PA794430,0.3378280062360104,-0.1645260038960518,Criaud,Michel,M.,MCRI,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,1,Morbihan,Maître menuisier à la retraite,https://www.hatvp.fr/pages_nominatives/criaud-michel-29929,Michel Criaud
PA794434,-0.1209957501832239,-0.9166917348783488,Bentz,Christophe,M.,CBN,PO845401,RN,Rassemblement National,RN,#313567,,1,Haute-Marne,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/bentz-christophe-24291,Christophe Bentz
PA794442,-0.1221293071858715,-0.7987947453004318,Robert-Dehault,Laurence,Mme,LRO,PO845401,RN,Rassemblement National,RN,#313567,,2,Haute-Marne,Profession libérale,https://www.hatvp.fr/pages_nominatives/robert-dehault-laurence-24136,Laurence Robert-Dehault
PA794470,0.4012901316165001,-0.2542880885091153,Gérard,Félicie,Mme,FGR,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,7,Nord,Chef de projet,https://www.hatvp.fr/pages_nominatives/gerard-felicie-24330,Félicie Gérard
PA794486,0.4012745344091457,-0.0551927450709119,Spillebout,Violette,Mme,VSP,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,9,Nord,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/spillebout-violette-24216,Violette Spillebout
PA794494,0.0893183167132544,0.6164162844963823,Vicot,Roger,M.,RVI,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,11,Nord,sans profession,https://www.hatvp.fr/pages_nominatives/vicot-roger,Roger Vicot
PA794502,-0.0954153175285164,-0.8551041887046775,Taverne,Michaël,M.,MTE,PO845401,RN,Rassemblement National,RN,#313567,,12,Nord,Policier et militaire,https://www.hatvp.fr/pages_nominatives/taverne-michael-24234,Michaël Taverne
PA794518,0.3657604987812128,-0.0520603044479507,Marle,Pierre,M.,PML,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,14,Nord,Directeur d'école primaire (retraité),https://www.hatvp.fr/pages_nominatives/marle-pierre-28145,Pierre Marle
PA794530,-0.0615164373019069,-0.5372138971281959,Marchio,Matthieu,M.,MMA,PO845401,RN,Rassemblement National,RN,#313567,,16,Nord,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/marchio-matthieu-24230,Matthieu Marchio
PA794562,-0.0781732511744835,-0.7555991159428721,Ballard,Philippe,M.,PBA,PO845401,RN,Rassemblement National,RN,#313567,,2,Oise,Ancien journaliste,https://www.hatvp.fr/pages_nominatives/ballard-philippe-24271,Philippe Ballard
PA794570,-0.0663127941922263,-0.5974199877327055,Sabatou,Alexandre,M.,ASA,PO845401,RN,Rassemblement National,RN,#313567,,3,Oise,Chef de projets SI,https://www.hatvp.fr/pages_nominatives/sabatou-alexandre-24164,Alexandre Sabatou
PA794578,0.346597689828104,-0.0687272825350936,Ludmann,Véronique,Mme,VLU,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,4,Oise,Directrice d'école,https://www.hatvp.fr/pages_nominatives/ludmann-veronique-30226,Véronique Ludmann
PA794582,-0.0487255184256048,-0.4774041516204737,Pfeffer,Kévin,M.,KPF,PO845401,RN,Rassemblement National,RN,#313567,,6,Moselle,Permanent politique,https://www.hatvp.fr/pages_nominatives/pfeffer-kevin-24162,Kévin Pfeffer
PA794590,-0.0951925565855467,-0.7316878604306074,Loubet,Alexandre,M.,ALB,PO845401,RN,Rassemblement National,RN,#313567,,7,Moselle,Cadre d'entreprise,https://www.hatvp.fr/pages_nominatives/loubet-alexandre-24155,Alexandre Loubet
PA794598,-0.107398898445791,-0.8491845090725405,Jacobelli,Laurent,M.,LJA,PO845401,RN,Rassemblement National,RN,#313567,,8,Moselle,"Profession de l'information, des arts et des spectacles",https://www.hatvp.fr/pages_nominatives/jacobelli-laurent-24167,Laurent Jacobelli
PA794658,0.3763812699178167,-0.0927547415710504,Fait,Philippe,M.,PFA,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,4,Pas-de-Calais,"Professeur des écoles, instituteur et assimilé",https://www.hatvp.fr/pages_nominatives/fait-philippe-24277,Philippe Fait
PA794670,-0.0635619011761075,-0.6455175222103462,Parmentier,Caroline,Mme,CPA,PO845401,RN,Rassemblement National,RN,#313567,,9,Pas-de-Calais,Attachée de Presse,https://www.hatvp.fr/pages_nominatives/parmentier-caroline-24247,Caroline Parmentier
PA794678,-0.1325614278295683,-0.8005909641517475,Frappé,Thierry,M.,TFP,PO845401,RN,Rassemblement National,RN,#313567,,10,Pas-de-Calais,Profession libérale,https://www.hatvp.fr/pages_nominatives/frappe-thierry-24232,Thierry Frappé
PA794686,-0.3161253479592845,0.7626776996169118,Maximi,Marianne,Mme,MMX,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Puy-de-Dôme,Profession intermédiaire de la santé et du travail social,https://www.hatvp.fr/pages_nominatives/maximi-marianne-24143,Marianne Maximi
PA794702,0.3610893321757938,-0.0660056184843236,Lingemann,Delphine,Mme,DLI,PO845454,DEM,Les Démocrates,Dem,#F07E26,,4,Puy-de-Dôme,Chef d'entreprise - Enseignante associée université,https://www.hatvp.fr/pages_nominatives/lingemann-delphine-24307,Delphine Lingemann
PA794710,-0.0477701184045265,0.3744941126470744,Brugerolles,Julien,M.,JBRU,PO845514,GDR,Gauche Démocrate et Républicaine,GDR,#830E21,,5,Puy-de-Dôme,Collaborateur parlementaire,https://www.hatvp.fr/pages_nominatives/brugerolles-julien-28947,Julien Brugerolles
PA794718,0.0188851348500378,-0.3819459550098625,Engrand,Christine,Mme,CEN,PO840056,NI,Non inscrit,NI,#8D949A,,6,Pas-de-Calais,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/engrand-christine-24281,Christine Engrand
PA794734,-0.0325296326454142,-0.577932135730158,Guiniot,Michel,M.,MGI,PO845401,RN,Rassemblement National,RN,#313567,,6,Oise,Ancien cadre,https://www.hatvp.fr/pages_nominatives/guiniot-michel-24237,Michel Guiniot
PA794750,0.2711133792510986,-0.2688008807399334,Liger,Thierry,M.,TLI,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,2,Orne,Chef d'entreprise,https://www.hatvp.fr/pages_nominatives/liger-thierry-22478,Thierry Liger
PA794762,-0.1671738865368628,-0.916819844503274,Dogor-Such,Sandrine,Mme,SDO,PO845401,RN,Rassemblement National,RN,#313567,,3,Pyrénées-Orientales,Préparatrice en pharmacie,https://www.hatvp.fr/pages_nominatives/dogor-such-sandrine-24201,Sandrine Dogor-Such
PA794770,-0.0906785343228341,-0.6953842872347131,Martinez,Michèle,Mme,MMR,PO845401,RN,Rassemblement National,RN,#313567,,4,Pyrénées-Orientales,Clerc d'huissier,https://www.hatvp.fr/pages_nominatives/martinez-michele-24163,Michèle Martinez
PA794778,-0.0948781566566273,0.7635962391262294,Regol,Sandra,Mme,SRE,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,1,Bas-Rhin,(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r,https://www.hatvp.fr/pages_nominatives/regol-sandra-24199,Sandra Regol
PA794786,-0.3971046462370494,0.917773337996342,Fernandes,Emmanuel,M.,EFE,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,2,Bas-Rhin,Profession intermédiaire administrative et commerciale des entreprises,https://www.hatvp.fr/pages_nominatives/fernandes-emmanuel-24316,Emmanuel Fernandes
PA794798,0.5390998791670437,-0.1258464384809508,Buffet,Françoise,Mme,FBF,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,4,Bas-Rhin,"Ancien artisan, commerçant, chef d'entreprise",https://www.hatvp.fr/pages_nominatives/buffet-francoise,Françoise Buffet
PA794802,0.4255333728489191,-0.2119699339466756,Sitzenstuhl,Charles,M.,CSI,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,5,Bas-Rhin,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/sitzenstuhl-charles,Charles Sitzenstuhl
PA794810,0.3563237190330487,-0.0715983499624547,Morel,Louise,Mme,LMO,PO845454,DEM,Les Démocrates,Dem,#F07E26,,6,Bas-Rhin,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/morel-louise-24139,Louise Morel
PA794830,0.3260537820638008,-0.0122451384073682,Ott,Hubert,M.,HOT,PO845454,DEM,Les Démocrates,Dem,#F07E26,,2,Haut-Rhin,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/ott-hubert-24311,Hubert Ott
PA794838,0.3640133159124684,-0.1755037764855467,Lemaire,Didier,M.,DLE,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,3,Haut-Rhin,Employé civil et agent de service de la fonction publique,https://www.hatvp.fr/pages_nominatives/lemaire-didier-24312,Didier Lemaire
PA794854,0.1054243629943767,0.6243590492452608,Echaniz,Iñaki,M.,IEC,PO845419,SOC,Socialistes et apparentés,SOC,#F5B4CE,,4,Pyrénées-Atlantiques,Cadre de la fonction publique,https://www.hatvp.fr/pages_nominatives/echaniz-iñaki-24343,Iñaki Echaniz
PA794870,-0.3762751092381947,0.8442953662606244,Ferrer,Sylvie,Mme,SFR,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,1,Hautes-Pyrénées,(85) - Personne diverse sans activité professionnelle de moins de 60 ans (sauf r,https://www.hatvp.fr/pages_nominatives/ferrer-sylvie-24213,Sylvie Ferrer
PA794886,-0.0866280388608092,-0.7431438301464071,Blanc,Sophie,Mme,SBL,PO845401,RN,Rassemblement National,RN,#313567,,1,Pyrénées-Orientales,Profession libérale,https://www.hatvp.fr/pages_nominatives/blanc-sophie-19142,Sophie Blanc
PA794894,-0.1130640523124102,-0.8291628357510296,Sabatini,Anaïs,Mme,ASB,PO845401,RN,Rassemblement National,RN,#313567,,2,Pyrénées-Orientales,Avocate,https://www.hatvp.fr/pages_nominatives/sabatini-anais-19137,Anaïs Sabatini
PA794906,-0.3158874608661605,0.7427005341031557,Amard,Gabriel,M.,GAA,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,6,Rhône,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/amard-gabriel-516,Gabriel Amard
PA794938,-0.332020770692095,0.7409034886483191,Boumertit,Idir,M.,IBU,PO845413,LFI-NFP,La France insoumise - Nouveau Front Populaire,LFI-NFP,#C00D0D,,14,Rhône,Employé administratif d'entreprise,https://www.hatvp.fr/pages_nominatives/boumertit-idir-24344,Idir Boumertit
PA794946,-0.097090408271035,-0.6705803546310809,Villedieu,Antoine,M.,ANV,PO845401,RN,Rassemblement National,RN,#313567,,1,Haute-Saône,Policier,https://www.hatvp.fr/pages_nominatives/villedieu-antoine-24226,Antoine Villedieu
PA794954,-0.1095774858957361,-0.825131605750769,Salmon,Emeric,M.,ESL,PO845401,RN,Rassemblement National,RN,#313567,,2,Haute-Saône,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/salmon-emeric-24315,Emeric Salmon
PA794982,0.5229307634246133,-0.055046521903377,Delpech,Julie,Mme,JDE,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,1,Sarthe,Chargée de communication,https://www.hatvp.fr/pages_nominatives/delpech-julie-24335,Julie Delpech
PA794994,0.3222764721826955,-0.3974318044275758,Portier,Alexandre,M.,APO,PO845425,DR,Droite Républicaine,DR,#8CB0DC,,9,Rhône,Professeur de philosophie,https://www.hatvp.fr/pages_nominatives/portier-alexandre-24157,Alexandre Portier
PA795010,-0.0753065047879739,0.7180784026221742,Garin,Marie-Charlotte,Mme,MGA,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,3,Rhône,Collaboratrice politique en collectivité locale,https://www.hatvp.fr/pages_nominatives/garin-marie-charlotte-24147,Marie-Charlotte Garin
PA795026,0.3556917888851678,-0.1267193991272266,Violland,Anne-Cécile,Mme,AVI,PO845470,HOR,Horizons & Indépendants,HOR,#B5E2F9,,5,Haute-Savoie,Profession libérale,https://www.hatvp.fr/pages_nominatives/violland-anne-cecile-24285,Anne-Cécile Violland
PA795046,0.5394639145503276,-0.1185265349372333,Yadan,Caroline,Mme,CYA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,8,Français établis hors de France,Avocat,https://www.hatvp.fr/pages_nominatives/yadan-caroline-24503,Caroline Yadan
PA795050,0.3883701349613627,-0.2551748896594209,Panosyan-Bouvet,Astrid,Mme,APA,PO845407,EPR,Ensemble pour la République,EPR,#7B4591,,4,Paris,Cadre administratif et commercial d'entreprise,https://www.hatvp.fr/pages_nominatives/panosyan-bouvet-astrid,Astrid Panosyan-Bouvet
PA795076,-0.1193078206741081,0.7603454842772098,Rousseau,Sandrine,Mme,SRO,PO845439,ECOS,Écologiste et Social,EcoS,#77AA79,,9,Paris,"Professeur, profession scientifique",https://www.hatvp.fr/pages_nominatives/rousseau-sandrine-24202,Sandrine Rousseau
